area_name,longitude,latitude,area_type,county_name,region
Jamalganj,91.232135,24.9970512,locality, Sunamganj,Sylhet Division
Sulla,91.41667,24.86667,locality, Sunamganj,Sylhet Division
Sunamganj Sadar,91.41667,24.86667,locality, Sunamganj,Sylhet Division
Tahirpur,91.1796957,25.0989152,locality, Sunamganj,Sylhet Division
Balaganj,91.8414179,24.6578683,locality, Sylhet,Sylhet Division
Beanibazar,92.1590067,24.8215475,locality, Sylhet,Sylhet Division
Biswanath,91.7441956,24.8544584,locality, Sylhet,Sylhet Division
Companiganj,90.9710495,23.6378777,locality, Sylhet,Chattogram Division
Dakshin Surma,91.66667,24.5,venue, Sylhet,Sylhet Division
Fenchuganj,91.9392229,24.6942465,locality, Sylhet,Sylhet Division
Golapganj,92.0130004,24.8568815,locality, Sylhet,Sylhet Division
Gowainghat,91.66667,24.5,locality, Sylhet,Sylhet Division
Jointiapur,91.66667,24.5,, Sylhet,Sylhet Division
Kanaighat,92.2559206,25.0072745,neighbourhood, Sylhet,Sylhet Division
Osmaninagar,91.7448617,24.714181,locality, Sylhet,Sylhet Division
Sylhet Sadar,91.9303414,24.9098988,locality, Sylhet,Sylhet Division
Zakiganj,92.3695829,24.8765092,locality, Sylhet,Sylhet Division
Gournadi,90.2309736,22.9751303,locality, Barishal,Barishal Division
Doarabazar,91.41667,24.86667,, Sunamganj,Sylhet Division
Adabar,90.3552923,23.7745693,locality, Dhaka,Dhaka Division
Uttar Khan,90.437178,23.8814882,locality, Dhaka,Dhaka Division
Uttara,90.3926893,23.8693275,locality, Dhaka,Dhaka Division
Kadamtali,90.454595,23.6867705,locality, Dhaka,Dhaka Division
Kalabagan,90.383938,23.7469583,locality, Dhaka,Dhaka Division
Kafrul,90.3863131,23.7891719,locality, Dhaka,Dhaka Division
Kamrangirchar,90.3770353,23.7177407,venue, Dhaka,Dhaka Division
Cantonment,90.3986929,23.8047931,locality, Dhaka,Dhaka Division
Kotwali,90.4223299,23.7214708,neighbourhood, Dhaka,Dhaka Division
Khilkhet,90.4248321,23.8316678,locality, Dhaka,Dhaka Division
Khilgaon,90.4232818,23.7506546,locality, Dhaka,Dhaka Division
Gulshan,90.4155528,23.7921765,venue, Dhaka,Dhaka Division
Gandaria,90.4263861,23.7060804,locality, Dhaka,Dhaka Division
Chawkbazar,90.3954354,23.715323,venue, Dhaka,Dhaka Division
Demra,90.4936705,23.7201033,locality, Dhaka,Dhaka Division
Turag,90.3865746,23.7345339,locality, Dhaka,Dhaka Division
Tejgaon,90.4021514,23.7625946,locality, Dhaka,Dhaka Division
Tejgaon Industrial Area,90.4021514,23.7625946,locality, Dhaka,Dhaka Division
Dakshinkhan,90.4273294,23.860592,locality, Dhaka,Dhaka Division
Darus Salam,90.3549041,23.7780349,venue, Dhaka,Dhaka Division
Dhanmondi,90.3745866,23.7479124,locality, Dhaka,Dhaka Division
New Market,90.3828048,23.7333086,venue, Dhaka,Dhaka Division
Paltan,90.4120882,23.7313082,locality, Dhaka,Dhaka Division
Pallabi,90.3579782,23.8249938,locality, Dhaka,Dhaka Division
Bangshal,90.4075241,23.7156511,locality, Dhaka,Dhaka Division
Badda,90.4461484,23.7757969,locality, Dhaka,Dhaka Division
Bimanbandar,90.3214912,22.7456747,locality, Dhaka,Barishal Division
Motijheel,90.4211957,23.7272598,locality, Dhaka,Dhaka Division
Mirpur,90.3640891,23.8123629,locality, Dhaka,Dhaka Division
Mohammadpur,90.359824,23.7632722,locality, Dhaka,Dhaka Division
Jatrabari,90.433806,23.7093978,locality, Dhaka,Dhaka Division
Ramna,90.4022658,23.7398559,neighbourhood, Dhaka,Dhaka Division
Rampura,90.4205675,23.7626126,locality, Dhaka,Dhaka Division
Lalbagh,90.388234,23.7188384,locality, Dhaka,Dhaka Division
Shah Ali,90.3571516,23.8119716,venue, Dhaka,Dhaka Division
Shahbagh,90.41667,24.16667,venue, Dhaka,Dhaka Division
Sher-e-Bangla Nagar,90.3754853,23.7741959,locality, Dhaka,Dhaka Division
Shyampur,90.4395785,23.6888562,locality, Dhaka,Dhaka Division
Sabujbagh,91.72142,24.3087747,locality, Dhaka,Sylhet Division
Sutrapur,90.416873,23.7064485,locality, Dhaka,Dhaka Division
Hazaribagh,90.368413,23.7319838,locality, Dhaka,Dhaka Division
Banani,90.4076959,23.790321,locality, Dhaka,Dhaka Division
Bhashantek,90.3895943,23.8121325,suburb, Dhaka,Dhaka Division
Vatara,90.4448283,23.7997513,venue, Dhaka,Dhaka Division
Mugda,90.4335651,23.7291223,venue, Dhaka,Dhaka Division
Rupnagar,90.3547485,23.8152269,locality, Dhaka,Dhaka Division
Wari,90.4153989,23.7186574,locality, Dhaka,Dhaka Division
Bayejid Bostami,91.8104743,22.3896614,venue, Chittagong,Chattogram Division
Bakalia,91.8784881,22.3459826,locality, Chittagong,Chattogram Division
Chandgaon,91.8475717,22.3783243,locality, Chittagong,Chattogram Division
Chittagong Bandar,91.7712021,22.3012243,locality, Chittagong,Chattogram Division
Double Mooring,91.5,22.91667,neighbourhood, Chittagong,Chattogram Division
Halishahar,91.7786019,22.2976897,locality, Chittagong,Chattogram Division
Kotwali,91.8365976,22.3335183,locality, Chittagong,Chattogram Division
Khulshi,91.7966938,22.3688486,locality, Chittagong,Chattogram Division
Pahartali,91.9641449,22.4588459,locality, Chittagong,Chattogram Division
Panchlaish,91.8343731,22.3967454,locality, Chittagong,Chattogram Division
Patenga,91.7921425,22.2344096,locality, Chittagong,Chattogram Division
Daulatpur,89.5269112,22.8694523,locality, Khulna,Khulna Division
Khalishpur,89.5444099,22.8604213,locality, Khulna,Khulna Division
Khan Jahan Ali,89.5067733,22.9142165,locality, Khulna,Khulna Division
Kotwali,89.2137919,23.1655415,locality, Khulna,Khulna Division
Sonadanga,89.5443618,22.8162694,locality, Khulna,Khulna Division
Boalia,88.6042221,24.3650192,locality, Rajshahi,Rajshahi Division
Matihar,88.69418,24.52457,locality, Rajshahi,Rajshahi Division
Rajpara,89.0,25.0,locality, Rajshahi,Rajshahi Division
Shah Makhdum,88.6142584,24.4382974,venue, Rajshahi,Rajshahi Division
